start,end,duration_ms,req,role,dp,tp,pid,n_blocks,remote_engine,remote_rank
1780281085.6971638,1780281085.7163818,19.217967987060547,chatcmpl-5354df04-7d6b-424c-95d9-45d2e9c5713a-8ac3ee45,decode,0,0,452715,32,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281085.9724565,1780281085.9874892,15.032768249511719,chatcmpl-98447c3b-f582-49b1-8285-1e4213a87fd3-81e4033b,decode,0,0,452715,39,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281086.026228,1780281086.0489383,22.710323333740234,chatcmpl-5d3d2e2b-fc08-4973-850f-34d2450e3f29-8d0060ed,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281086.0385857,1780281086.0490131,10.427474975585938,chatcmpl-90eccc32-3342-4f1e-bd2a-c67a15135a1f-89b4c5c1,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281086.0485144,1780281086.0640497,15.535354614257812,chatcmpl-5e1f91f9-a835-42bd-9cec-301e2da19daa-be9eb83d,decode,0,0,452715,30,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281086.1962004,1780281086.2109554,14.755010604858398,chatcmpl-9b6cbdd2-48eb-4ecb-b968-57fce29de9b6-b51c3383,decode,0,0,452715,32,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281086.232489,1780281086.247688,15.198945999145508,chatcmpl-b57da8ef-ab7e-4036-98ec-117f6867233d-b2eceff7,decode,0,0,452715,30,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281086.398883,1780281086.4065835,7.700443267822266,chatcmpl-0037fe74-bdd8-4574-afed-0403e04824de-946076eb,decode,0,0,452715,5,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281086.7935035,1780281086.8040602,10.556697845458984,chatcmpl-1fa427f4-fada-448b-83dc-3b33c836d414-9af4ecb6,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281086.9583273,1780281086.9647777,6.450414657592773,chatcmpl-f564b849-fde2-4f18-ba88-751e0deb6356-aa1c59b7,decode,0,0,452715,14,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.0393786,1780281087.066149,26.770353317260742,chatcmpl-0adcf685-9393-498b-9688-5f8093f10c38-8087a736,decode,0,0,452715,49,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281087.0658705,1780281087.0926437,26.77321434020996,chatcmpl-ed5a5e57-02a6-48f9-bdf0-7fa73ad0a962-b1e10fcd,decode,0,0,452715,9,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.0922244,1780281087.107329,15.104532241821289,chatcmpl-5e056662-9f2d-4eb0-ba70-5e5848f4fb86-9570f5bf,decode,0,0,452715,28,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281087.1695416,1780281087.1698906,0.3490447998046875,chatcmpl-96acce6a-5197-444e-94ec-d2b11b2ca705-a66e31a8,decode,0,0,452715,1,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281087.268025,1780281087.283151,15.12598991394043,chatcmpl-23a0e8c6-b58a-4649-9ccb-4cafd5a227e6-b384009d,decode,0,0,452715,50,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.4726121,1780281087.492498,19.885778427124023,chatcmpl-a2a2c363-c73f-4c1e-a372-dab507fdab78-bcb53ed5,decode,0,0,452715,25,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281087.5361814,1780281087.541587,5.405664443969727,chatcmpl-3fe7efd6-7083-4fec-8abd-d19c1f0cf144-84e058f3,decode,0,0,452715,17,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.6061807,1780281087.6165073,10.326623916625977,chatcmpl-c8388efe-55ac-4573-ad83-9661c78a4cca-ad847e14,decode,0,0,452715,4,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281087.6128938,1780281087.6166208,3.726959228515625,chatcmpl-47501f71-a82b-4f38-84dd-49cd4d9633a9-9fb65b97,decode,0,0,452715,12,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.6327024,1780281087.6402981,7.59577751159668,chatcmpl-acb94107-1583-44ad-94e5-698e8a0dfa03-beb77d6c,decode,0,0,452715,23,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.7852013,1780281087.799996,14.794588088989258,chatcmpl-e65d25c7-2940-42e3-a04a-4601b93dca43-82793360,decode,0,0,452715,39,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281087.831064,1780281087.849177,18.112897872924805,chatcmpl-f58c4938-1ae2-46b7-9e78-f734021e8a1c-990d285f,decode,0,0,452715,25,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.9585822,1780281087.9699452,11.363029479980469,chatcmpl-96f4d037-b900-4905-a172-051bbf6bbd19-81feb12b,decode,0,0,452715,3,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281087.9696,1780281087.9700098,0.40984153747558594,chatcmpl-fd599bc6-9235-4448-a3f1-89b0d3c7d7aa-89df7a78,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281088.1257827,1780281088.1405993,14.816522598266602,chatcmpl-1ff26853-f2f9-4e88-ac12-d4194e7ddd28-803f2b29,decode,0,0,452715,48,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281088.202146,1780281088.2172186,15.07258415222168,chatcmpl-eb968c08-373e-4635-9fba-0f915ae51b16-89d75026,decode,0,0,452715,47,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281088.2918797,1780281088.301274,9.394407272338867,chatcmpl-13745b85-8f0a-4087-a39e-f5ab11817b17-805c8bfb,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281088.3956776,1780281088.4004886,4.81104850769043,chatcmpl-df13c2ad-42d5-49e4-abba-dd7411b3ac17-a086b004,decode,0,0,452715,21,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281088.6709776,1780281088.680609,9.63139533996582,chatcmpl-84da0e47-281c-4968-8569-1ee7cdf5ad09-ac6b82b7,decode,0,0,452715,3,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281088.6946561,1780281088.6949894,0.3333091735839844,chatcmpl-615871f6-10be-4907-abce-78020bcf1eec-89a50f2a,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281088.8069139,1780281088.8218787,14.964818954467773,chatcmpl-7a07519a-e0f8-4d7a-af4f-d568769775d4-9203b0f6,decode,0,0,452715,49,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281088.878899,1780281088.8849087,6.009578704833984,chatcmpl-871f5734-84a4-4460-975b-14e266aaaee4-970113e2,decode,0,0,452715,26,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281088.9497933,1780281088.9577894,7.996082305908203,chatcmpl-3ff64a2a-2ba7-40bc-a29e-001f4913002c-99e2ce9d,decode,0,0,452715,21,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281089.02791,1780281089.0319674,4.057407379150391,chatcmpl-c69bc1e7-8f69-4cd5-ae58-f5c4ab90fbac-b5d52dee,decode,0,0,452715,20,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281089.4195924,1780281089.4281106,8.518218994140625,chatcmpl-dc56ee13-c8f9-41f6-9d64-98d1f24d6914-9eed0bb5,decode,0,0,452715,14,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281089.6025229,1780281089.6143143,11.791467666625977,chatcmpl-9a663fb4-4b25-421b-8579-72a7720a38b5-99129a0a,decode,0,0,452715,1,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281089.800899,1780281089.8126256,11.726617813110352,chatcmpl-99e4323a-37da-4d84-9e5f-63f877f993f9-950a0f4e,decode,0,0,452715,1,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281090.119396,1780281090.1343315,14.935493469238281,chatcmpl-f443f57a-04c5-4fe3-a115-5ed52fddf692-afeac07d,decode,0,0,452715,35,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281090.2501438,1780281090.2589285,8.784770965576172,chatcmpl-fcaec097-d2f6-4a26-a22b-6e6f54ed2406-a1996c71,decode,0,0,452715,4,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281090.2755823,1780281090.2844625,8.880138397216797,chatcmpl-19f837d0-8bed-43c2-a73f-c00ea1dd5a75-856872fa,decode,0,0,452715,4,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281090.3096626,1780281090.3212113,11.548757553100586,chatcmpl-c172f862-9d23-4dad-9676-adc80fe838b0-a2371c75,decode,0,0,452715,1,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281090.3724916,1780281090.3831923,10.700702667236328,chatcmpl-f472f8ed-9de9-4059-a581-35103bc72227-891051aa,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281090.409628,1780281090.420249,10.621070861816406,chatcmpl-a2755d5b-ea54-462c-89c7-d64008c54fdf-bbf62358,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281090.49832,1780281090.506231,7.910966873168945,chatcmpl-e1e8ebea-d68c-43ed-960b-2315191df3b8-8f85335e,decode,0,0,452715,20,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281090.5609145,1780281090.5677967,6.882190704345703,chatcmpl-5ddffe0e-a8b1-461c-8b0b-72734689c677-aff31e56,decode,0,0,452715,5,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281090.594617,1780281090.6049612,10.344266891479492,chatcmpl-73c9fa4a-6c62-4c49-99ac-437c8313fdda-9cffe1f5,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281090.67254,1780281090.6793628,6.822824478149414,chatcmpl-e7793477-acac-410d-8b0e-ad1350612b58-8c36488b,decode,0,0,452715,14,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281091.0008564,1780281091.011434,10.577678680419922,chatcmpl-d23ff169-4240-45d1-a97b-a09ce647a2e0-9bbbcc91,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281091.1278496,1780281091.1345766,6.726980209350586,chatcmpl-e6c15acb-934d-44ec-84d4-7bbd16c24e9b-9e151f5a,decode,0,0,452715,23,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281091.1482313,1780281091.159023,10.791778564453125,chatcmpl-a06e3b92-18f4-4f1a-a8db-5c235daea773-9999fac4,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281091.295686,1780281091.3062015,10.515451431274414,chatcmpl-45eedd08-d5cd-491e-bafb-6367e8759dbc-87ac4072,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281091.31922,1780281091.3312838,12.063741683959961,chatcmpl-8729a2ad-639d-4e39-bde6-90a17246253a-87f6f1fd,decode,0,0,452715,1,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281091.446006,1780281091.4536493,7.643222808837891,chatcmpl-588085fa-642f-41c2-8c4f-c072734d7392-95807965,decode,0,0,452715,4,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281091.6908162,1780281091.7054908,14.674663543701172,chatcmpl-e35ee477-00a7-4c7f-b12c-df1a9ff968ca-a9fc12a0,decode,0,0,452715,64,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281091.8096316,1780281091.8282645,18.632888793945312,chatcmpl-8177761a-17a7-414a-b2dc-09764cc6edd9-82b24c34,decode,0,0,452715,41,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281091.9662213,1780281091.97651,10.288715362548828,chatcmpl-2e5ef7ef-fa46-4d2c-83b5-47b70ab81cd2-9bb32d83,decode,0,0,452715,3,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281091.9921741,1780281092.0009642,8.790016174316406,chatcmpl-2eb08425-3be9-44b6-8674-92e79da88cca-ade360c0,decode,0,0,452715,13,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.0274103,1780281092.0378463,10.436058044433594,chatcmpl-95d212a6-fc1a-4fd8-b521-34b549453021-a586e348,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281092.0675151,1780281092.0750005,7.485389709472656,chatcmpl-359633f7-2756-494a-9901-4c420a7808a3-a2af755a,decode,0,0,452715,15,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281092.141824,1780281092.1605504,18.726348876953125,chatcmpl-91f24b5b-e69a-4114-a2e7-fe51fd0b007d-bd0c195d,decode,0,0,452715,35,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.1771014,1780281092.1852553,8.153915405273438,chatcmpl-796a5934-290a-4342-8c2d-50c959767585-88a93072,decode,0,0,452715,23,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.2367394,1780281092.246678,9.938716888427734,chatcmpl-61096bc7-f9cc-4450-b19e-6a15616c7de9-968fb179,decode,0,0,452715,3,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.3942797,1780281092.408937,14.657258987426758,chatcmpl-b2b0cd06-a242-4725-85c1-e5c98cee025c-8cd3d724,decode,0,0,452715,8,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.4039574,1780281092.408963,5.005598068237305,chatcmpl-0538e7d1-52fc-41d1-b0e0-bf8f352a89cc-a51b62f3,decode,0,0,452715,13,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281092.7510784,1780281092.7661054,15.027046203613281,chatcmpl-cce26da9-02ba-4fc5-b020-9e1dcd2b7e50-aa1e511c,decode,0,0,452715,7,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.819769,1780281092.8451192,25.350332260131836,chatcmpl-aa10865d-da86-4b70-a1a0-151ac31e5858-ba46ff2c,decode,0,0,452715,26,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.8447654,1780281092.864758,19.992589950561523,chatcmpl-7f72036c-4226-4cb8-a1cf-99ab935744de-936e55ac,decode,0,0,452715,26,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281092.8808982,1780281092.889532,8.633852005004883,chatcmpl-50d392ac-5d59-4eb6-bb59-44461247651f-9c4a2e6e,decode,0,0,452715,4,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281092.9060707,1780281092.9141037,8.033037185668945,chatcmpl-6e33a3df-8f33-4179-acbd-35c311af9bd9-a28e2358,decode,0,0,452715,23,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281093.0295277,1780281093.048684,19.156217575073242,chatcmpl-0530f42f-467c-4f4b-a3d2-09642e3b3f16-8e099d5e,decode,0,0,452715,38,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281093.0646598,1780281093.0732472,8.587360382080078,chatcmpl-cb90c33d-5691-49ba-9502-4d677938ccc6-952eb155,decode,0,0,452715,16,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281093.2894022,1780281093.3042057,14.803409576416016,chatcmpl-bfb36108-cffb-4a46-be88-8217950cea90-af75e1b6,decode,0,0,452715,49,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281093.384305,1780281093.3925588,8.253812789916992,chatcmpl-6fdda949-942a-47fa-a29d-b7c34ae00a96-b92b0ba7,decode,0,0,452715,5,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281093.3922489,1780281093.4073856,15.13671875,chatcmpl-c45359aa-a9b3-4451-a76e-85492b240749-83ad5387,decode,0,0,452715,5,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281093.455597,1780281093.474191,18.594026565551758,chatcmpl-0ebe0e17-05ce-4827-aabe-5e2f7d3bcc9c-b8a517e3,decode,0,0,452715,7,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281093.4738667,1780281093.4826384,8.771657943725586,chatcmpl-c7d6630c-eba5-4c79-becf-5c1cca842a7f-ac9d55cb,decode,0,0,452715,12,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281093.6557953,1780281093.66789,12.094736099243164,chatcmpl-72497ae4-1f47-4bb4-a91a-69fb4b6e1b0f-a35ee272,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281093.6675947,1780281093.6794794,11.884689331054688,chatcmpl-6c38faaf-b7eb-4e0f-a8dd-275414ed05d9-92590e83,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281093.6958697,1780281093.7161264,20.256757736206055,chatcmpl-7aaff4ce-b468-42a5-9508-c73f48f667dc-8435627c,decode,0,0,452715,29,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281093.918154,1780281093.9279146,9.760618209838867,chatcmpl-d7b8f071-7fe5-4e39-8954-738832fb577d-8fd35cbe,decode,0,0,452715,3,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281094.0026386,1780281094.013178,10.539531707763672,chatcmpl-4d3d9dbf-0a5d-4b87-b8a1-3213e55820e6-b3d0a3b0,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281094.2228,1780281094.232306,9.505987167358398,chatcmpl-d5fbde24-71af-4c2b-bb0c-03d005332fc0-920636de,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281094.2450001,1780281094.2573113,12.311220169067383,chatcmpl-fada7a94-39b5-40ca-9821-69bd29b656f8-a21fc79e,decode,0,0,452715,1,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281094.3710508,1780281094.379638,8.587121963500977,chatcmpl-1da97f17-b1e5-46bb-9dcc-a82f86820e6d-a442ec90,decode,0,0,452715,20,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281094.46969,1780281094.47851,8.819818496704102,chatcmpl-0f761dee-1d1f-472c-8564-6b5634077cae-bbf52f5c,decode,0,0,452715,22,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281094.5042484,1780281094.5142848,10.036468505859375,chatcmpl-9dc8a361-710a-46fd-b65b-a5a41929810e-af79154e,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281094.5772111,1780281094.587454,10.242938995361328,chatcmpl-8d3fc997-c53b-47e5-ace7-811552f95249-884645da,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281094.6798506,1780281094.696876,17.025470733642578,chatcmpl-25fb6fae-a3d9-4a06-a878-47d90c199f34-ab7db95a,decode,0,0,452715,50,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281094.6962745,1780281094.7070997,10.825157165527344,chatcmpl-37dccd0f-9291-4521-a7a1-41fada16719a-b303f53c,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281094.9855614,1780281094.993124,7.5626373291015625,chatcmpl-eb81816d-df3d-4d13-8226-caa9eeed8f2f-baccf4de,decode,0,0,452715,23,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281095.1588163,1780281095.1687691,9.952783584594727,chatcmpl-c91e9950-d0f0-4027-bfd1-ee6a7e82a176-8ac2923c,decode,0,0,452715,4,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281095.161322,1780281095.168804,7.481813430786133,chatcmpl-29da2ed3-bf5e-4efe-9d1e-ed8db6290906-b20ed339,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281095.2196476,1780281095.2290435,9.395837783813477,chatcmpl-7e35911d-6b15-4dbf-b125-8394f16bef9d-85d34689,decode,0,0,452715,3,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281095.3912463,1780281095.4061773,14.930963516235352,chatcmpl-d552a8aa-5c20-418e-a42b-62e8353d20c0-80504f77,decode,0,0,452715,10,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281095.4706964,1780281095.4790456,8.349180221557617,chatcmpl-aad84a4b-1485-46b8-a966-ef3fcf989069-8b8dc855,decode,0,0,452715,19,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281095.5584395,1780281095.5776205,19.181013107299805,chatcmpl-90326846-0024-4c65-91b6-dd87b28173a3-b82b880d,decode,0,0,452715,51,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281095.5772953,1780281095.5855787,8.283376693725586,chatcmpl-be860c15-385a-4d5e-8a11-e668d73afcde-b7226c1c,decode,0,0,452715,23,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281095.7375286,1780281095.7469497,9.421110153198242,chatcmpl-b1efdf8a-f3b9-4c46-ac14-6a0376bf4d3f-bcce0e87,decode,0,0,452715,11,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281095.8776293,1780281095.8873143,9.685039520263672,chatcmpl-1abf49c7-7560-464c-b4e7-8b75a870736c-af43f7c1,decode,0,0,452715,3,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281095.9907155,1780281096.0116138,20.89834213256836,chatcmpl-6c09401b-cba8-46cc-a9fc-60f7468c626c-b7510656,decode,0,0,452715,42,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp0,0
1780281096.0112689,1780281096.0266814,15.412569046020508,chatcmpl-4d02413d-9d60-4ffc-8336-25b79dd763fe-b7294823,decode,0,0,452715,4,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281096.040136,1780281096.050819,10.682821273803711,chatcmpl-ab297bc1-a69f-4072-a2da-3a340307c73b-a58126a8,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
1780281096.239612,1780281096.2640016,24.38950538635254,chatcmpl-be5b2397-9208-490c-84cf-1e01398fb7d9-a616184c,decode,0,0,452715,2,d61968e8-e4aa-43a2-8ca8-85b623ffd1e5_dp1,0
