ev,ts,start,end,duration_ms,role,dp,tp,pid,overlap_ms,overlap_ratio,max_active_recv
engine_step_start,1780280904.4827976,1780280904.4827976,1780280904.4953156,12.517929077148438,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.4828098,1780280904.4828098,1780280904.4953065,12.496709823608398,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.495314,1780280904.495314,1780280904.5078337,12.51983642578125,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.4953237,1780280904.4953237,1780280904.507836,12.512445449829102,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5078409,1780280904.5078409,1780280904.5203683,12.5274658203125,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.5078456,1780280904.5078456,1780280904.5202837,12.438058853149414,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5202925,1780280904.5202925,1780280904.5328057,12.513160705566406,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5203755,1780280904.5203755,1780280904.5328212,12.445688247680664,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.532814,1780280904.532814,1780280904.54525,12.4359130859375,decode,1,0,451641,2.145051956176758,0.17248849693251533,1
engine_step_start,1780280904.5328383,1780280904.5328383,1780280904.5452495,12.411117553710938,decode,0,0,451640,2.145051956176758,0.17283310281235592,1
engine_step_start,1780280904.545258,1780280904.545258,1780280904.5578182,12.560129165649414,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5452654,1780280904.5452654,1780280904.5579093,12.643814086914062,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.5578265,1780280904.5578265,1780280904.5703506,12.524127960205078,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5579188,1780280904.5579188,1780280904.5702426,12.323856353759766,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.5702586,1780280904.5702586,1780280904.5828867,12.62807846069336,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.5703583,1780280904.5703583,1780280904.5828745,12.516260147094727,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5828795,1780280904.5828795,1780280904.5953858,12.506246566772461,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5828943,1780280904.5828943,1780280904.5955222,12.627840042114258,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.5953908,1780280904.5953908,1780280904.60797,12.579202651977539,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.5955293,1780280904.5955293,1780280904.6080966,12.567281723022461,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.6079752,1780280904.6079752,1780280904.6207056,12.73036003112793,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.608104,1780280904.608104,1780280904.6205466,12.442588806152344,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.6205537,1780280904.6205537,1780280904.633152,12.598276138305664,decode,0,0,451640,0.5180835723876953,0.041123370110330994,1
engine_step_start,1780280904.6207252,1780280904.6207252,1780280904.6331627,12.437582015991211,decode,1,0,451641,0.5180835723876953,0.04165468591255008,1
engine_step_start,1780280904.6331592,1780280904.6331592,1780280904.6457102,12.551069259643555,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.6331797,1780280904.6331797,1780280904.64577,12.590408325195312,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.6457176,1780280904.6457176,1780280904.6582623,12.544631958007812,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.645785,1780280904.645785,1780280904.6582065,12.421369552612305,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.6582174,1780280904.6582174,1780280904.6708255,12.608051300048828,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.65827,1780280904.65827,1780280904.6708066,12.536764144897461,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.6708136,1780280904.6708136,1780280904.6834288,12.615203857421875,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.6708307,1780280904.6708307,1780280904.6832736,12.442827224731445,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.6832788,1780280904.6832788,1780280904.6958268,12.547969818115234,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.6834362,1780280904.6834362,1780280904.695817,12.380838394165039,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.6958241,1780280904.6958241,1780280904.7084055,12.581348419189453,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.695831,1780280904.695831,1780280904.7082498,12.418746948242188,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.7082548,1780280904.7082548,1780280904.7208486,12.593746185302734,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.7084126,1780280904.7084126,1780280904.7209134,12.500762939453125,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.7208538,1780280904.7208538,1780280904.7334857,12.631893157958984,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.7209206,1780280904.7209206,1780280904.7334132,12.492656707763672,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.7334309,1780280904.7334309,1780280904.7461438,12.712955474853516,decode,0,0,451640,3.8559436798095703,0.30330820299313604,1
engine_step_start,1780280904.7334907,1780280904.7334907,1780280904.745921,12.430191040039062,decode,1,0,451641,3.8559436798095703,0.3102079177535676,1
engine_step_start,1780280904.7459266,1780280904.7459266,1780280904.7586417,12.71510124206543,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.7461605,1780280904.7461605,1780280904.7585785,12.418031692504883,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.7585857,1780280904.7585857,1780280904.7711558,12.57014274597168,decode,0,0,451640,7.416963577270508,0.5900460899417711,1
engine_step_start,1780280904.7586632,1780280904.7586632,1780280904.7711132,12.449979782104492,decode,1,0,451641,7.416963577270508,0.5957410138072349,1
engine_step_start,1780280904.7711275,1780280904.7711275,1780280904.7836442,12.51673698425293,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.7711704,1780280904.7711704,1780280904.7836902,12.51983642578125,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.7836497,1780280904.7836497,1780280904.7962172,12.567520141601562,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.7836971,1780280904.7836971,1780280904.7963235,12.626409530639648,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.796229,1780280904.796229,1780280904.8088775,12.648582458496094,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.7963305,1780280904.7963305,1780280904.8089142,12.583732604980469,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.8088832,1780280904.8088832,1780280904.8214045,12.52126693725586,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.808921,1780280904.808921,1780280904.821505,12.58397102355957,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.8214104,1780280904.8214104,1780280904.833951,12.540578842163086,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.821512,1780280904.821512,1780280904.8340096,12.497663497924805,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.8339562,1780280904.8339562,1780280904.8464367,12.480497360229492,decode,1,0,451641,9.800195693969727,0.7852407969893213,1
engine_step_start,1780280904.8340275,1780280904.8340275,1780280904.8465376,12.510061264038086,decode,0,0,451640,9.901046752929688,0.7914467038935793,1
engine_step_start,1780280904.8464541,1780280904.8464541,1780280904.8588953,12.441158294677734,decode,1,0,451641,22.340774536132812,1.7957149975087194,2
engine_step_start,1780280904.8465536,1780280904.8465536,1780280904.8590312,12.477636337280273,decode,0,0,451640,22.513151168823242,1.8042801184675648,2
engine_step_start,1780280904.858908,1780280904.858908,1780280904.8713856,12.477636337280273,decode,1,0,451641,5.455255508422852,0.43720263685869876,2
engine_step_start,1780280904.8590388,1780280904.8590388,1780280904.871477,12.438058853149414,decode,0,0,451640,5.193471908569336,0.41754681899212176,2
engine_step_start,1780280904.8718932,1780280904.8718932,1780280904.8839624,12.069225311279297,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.8719132,1780280904.8719132,1780280904.8839467,12.033462524414062,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.8839595,1780280904.8839595,1780280904.8965766,12.617111206054688,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.8839698,1780280904.8839698,1780280904.8965461,12.57634162902832,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.8965623,1780280904.8965623,1780280904.9090464,12.484073638916016,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.8965888,1780280904.8965888,1780280904.9090033,12.41445541381836,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.9090083,1780280904.9090083,1780280904.9216237,12.615442276000977,decode,1,0,451641,5.39708137512207,0.42781547067828324,1
engine_step_start,1780280904.9090638,1780280904.9090638,1780280904.921615,12.551069259643555,decode,0,0,451640,5.39708137512207,0.4300096878977262,1
engine_step_start,1780280904.9216309,1780280904.9216309,1780280904.9341428,12.511968612670898,decode,0,0,451640,1.6338825225830078,0.13058556756035747,1
engine_step_start,1780280904.9216387,1780280904.9216387,1780280904.934055,12.416362762451172,decode,1,0,451641,1.6338825225830078,0.13159107492607244,1
engine_step_start,1780280904.9340675,1780280904.9340675,1780280904.9465983,12.530803680419922,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.93415,1780280904.93415,1780280904.9466598,12.509822845458984,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.9466028,1780280904.9466028,1780280904.9592304,12.627601623535156,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.9466746,1780280904.9466746,1780280904.9592443,12.569665908813477,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.959241,1780280904.959241,1780280904.9716725,12.431621551513672,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.9592512,1780280904.9592512,1780280904.9718099,12.558698654174805,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.9716768,1780280904.9716768,1780280904.984134,12.457132339477539,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.9718173,1780280904.9718173,1780280904.9842312,12.413978576660156,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.9841385,1780280904.9841385,1780280904.9966795,12.541055679321289,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.9842381,1780280904.9842381,1780280904.9968781,12.639999389648438,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280904.996684,1780280904.996684,1780280905.0093906,12.706518173217773,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280904.996895,1780280904.996895,1780280905.0093315,12.436389923095703,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0093482,1780280905.0093482,1780280905.022024,12.675762176513672,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0093958,1780280905.0093958,1780280905.0219727,12.576818466186523,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.0219796,1780280905.0219796,1780280905.0344899,12.510299682617188,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.0220313,1780280905.0220313,1780280905.034634,12.602806091308594,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0344944,1780280905.0344944,1780280905.046929,12.43448257446289,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.0346425,1780280905.0346425,1780280905.0470188,12.37630844116211,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0469334,1780280905.0469334,1780280905.059523,12.589693069458008,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.047026,1780280905.047026,1780280905.059634,12.608051300048828,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0595272,1780280905.0595272,1780280905.0721767,12.6495361328125,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.0596492,1780280905.0596492,1780280905.0721126,12.46333122253418,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0721195,1780280905.0721195,1780280905.0848105,12.691020965576172,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0721896,1780280905.0721896,1780280905.0846915,12.501955032348633,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.0846975,1780280905.0846975,1780280905.09718,12.482404708862305,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.0848184,1780280905.0848184,1780280905.0972292,12.410879135131836,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.0971937,1780280905.0971937,1780280905.1097136,12.51983642578125,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.097236,1780280905.097236,1780280905.1097412,12.505292892456055,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.109733,1780280905.109733,1780280905.1222365,12.503385543823242,decode,1,0,451641,13.071775436401367,1.0454588791640447,2
engine_step_start,1780280905.1097593,1780280905.1097593,1780280905.1223943,12.634992599487305,decode,0,0,451640,13.229608535766602,1.0470610434946692,2
engine_step_start,1780280905.122249,1780280905.122249,1780280905.1348348,12.585878372192383,decode,1,0,451641,2.8367042541503906,0.22538786489609577,1
engine_step_start,1780280905.12241,1780280905.12241,1780280905.1349266,12.516498565673828,decode,0,0,451640,2.6755332946777344,0.2137605242104461,1
engine_step_start,1780280905.1348398,1780280905.1348398,1780280905.1474864,12.646675109863281,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.1349337,1780280905.1349337,1780280905.1474724,12.538671493530273,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.1474795,1780280905.1474795,1780280905.160044,12.564420700073242,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.1474988,1780280905.1474988,1780280905.1599836,12.48478889465332,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.1599889,1780280905.1599889,1780280905.1725018,12.512922286987305,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.1600592,1780280905.1600592,1780280905.1725378,12.47859001159668,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.172507,1780280905.172507,1780280905.185064,12.557029724121094,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.1725447,1780280905.1725447,1780280905.1851428,12.598037719726562,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.185069,1780280905.185069,1780280905.1976042,12.53509521484375,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.18515,1780280905.18515,1780280905.1976058,12.455940246582031,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.1976125,1780280905.1976125,1780280905.210129,12.516498565673828,decode,0,0,451640,1.689910888671875,0.1350146672254181,1
engine_step_start,1780280905.1976192,1780280905.1976192,1780280905.210319,12.69984245300293,decode,1,0,451641,1.689910888671875,0.13306550021589353,1
engine_step_start,1780280905.2101464,1780280905.2101464,1780280905.22264,12.493610382080078,decode,0,0,451640,3.158092498779297,0.2527766115797107,1
engine_step_start,1780280905.2103481,1780280905.2103481,1780280905.2227278,12.379646301269531,decode,1,0,451641,3.158092498779297,0.2551036129728064,1
engine_step_start,1780280905.222654,1780280905.222654,1780280905.235352,12.697935104370117,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.2227342,1780280905.2227342,1780280905.2352242,12.490034103393555,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.2352493,1780280905.2352493,1780280905.2477748,12.525558471679688,decode,1,0,451641,3.329038619995117,0.2657796558550327,1
engine_step_start,1780280905.2353601,1780280905.2353601,1780280905.2477632,12.403011322021484,decode,0,0,451640,3.329038619995117,0.2684056745223175,1
engine_step_start,1780280905.2477782,1780280905.2477782,1780280905.2602668,12.488603591918945,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.247788,1780280905.247788,1780280905.2601619,12.373924255371094,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.2601666,1780280905.2601666,1780280905.272824,12.657403945922852,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.260276,1780280905.260276,1780280905.2728198,12.543678283691406,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.2736337,1780280905.2736337,1780280905.2854533,11.819601058959961,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.2738628,1780280905.2738628,1780280905.285533,11.670112609863281,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.2854605,1780280905.2854605,1780280905.2982233,12.762784957885742,decode,0,0,451640,10.263681411743164,0.8041882273822645,1
engine_step_start,1780280905.2855523,1780280905.2855523,1780280905.2980835,12.531280517578125,decode,1,0,451641,10.123968124389648,0.8078957382039574,1
engine_step_start,1780280905.2980978,1780280905.2980978,1780280905.3103979,12.30001449584961,decode,1,0,451641,9.708642959594727,0.7893196355882923,2
engine_step_start,1780280905.2982514,1780280905.2982514,1780280905.3105254,12.274026870727539,decode,0,0,451640,9.55510139465332,0.7784813814805462,2
engine_step_start,1780280905.3104026,1780280905.3104026,1780280905.323022,12.619256973266602,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.3105392,1780280905.3105392,1780280905.3230634,12.524127960205078,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.3230267,1780280905.3230267,1780280905.335531,12.504339218139648,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.323072,1780280905.323072,1780280905.3355668,12.494802474975586,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.3355412,1780280905.3355412,1780280905.3480213,12.480020523071289,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.3355834,1780280905.3355834,1780280905.348181,12.59756088256836,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.348026,1780280905.348026,1780280905.3606796,12.653589248657227,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.3481958,1780280905.3481958,1780280905.360669,12.473106384277344,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.3606763,1780280905.3606763,1780280905.372998,12.321710586547852,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.3606956,1780280905.3606956,1780280905.3731532,12.457609176635742,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.3730044,1780280905.3730044,1780280905.3856661,12.66169548034668,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.3731601,1780280905.3731601,1780280905.3856351,12.475013732910156,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.3856409,1780280905.3856409,1780280905.3982666,12.625694274902344,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.3856733,1780280905.3856733,1780280905.398183,12.509822845458984,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.3981898,1780280905.3981898,1780280905.4108047,12.614965438842773,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.3982732,1780280905.3982732,1780280905.4109175,12.644290924072266,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.410812,1780280905.410812,1780280905.4232955,12.483596801757812,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.4109263,1780280905.4109263,1780280905.4233136,12.387275695800781,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.423303,1780280905.423303,1780280905.4358904,12.587547302246094,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.423321,1780280905.423321,1780280905.435777,12.455940246582031,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.4357827,1780280905.4357827,1780280905.4483562,12.573480606079102,decode,1,0,451641,0.0,0.0,0
engine_step_start,1780280905.4358974,1780280905.4358974,1780280905.4485142,12.616872787475586,decode,0,0,451640,0.0,0.0,0
engine_step_start,1780280905.448365,1780280905.448365,1780280905.4609213,12.556314468383789,decode,1,0,451641,9.658575057983398,0.7692205449539542,1
engine_step_start,1780280905.4485412,1780280905.4485412,1780280905.4609761,12.434959411621094,decode,0,0,451640,9.713411331176758,0.7811373571592913,1
engine_step_start,1780280905.4609396,1780280905.4609396,1780280905.4736574,12.717723846435547,decode,1,0,451641,22.87745475769043,1.7988639346106259,2
engine_step_start,1780280905.4609916,1780280905.4609916,1780280905.4735472,12.555599212646484,decode,0,0,451640,22.605180740356445,1.80040636512096,2
engine_step_start,1780280905.4735568,1780280905.4735568,1780280905.4860308,12.47406005859375,decode,0,0,451640,15.316963195800781,1.2279051987767584,2
engine_step_start,1780280905.4736755,1780280905.4736755,1780280905.486096,12.420415878295898,decode,1,0,451641,15.144586563110352,1.2193300700643055,2
engine_step_start,1780280905.4860466,1780280905.4860466,1780280905.4985492,12.502670288085938,decode,0,0,451640,2.869129180908203,0.22948131197559116,1
engine_step_start,1780280905.4861155,1780280905.4861155,1780280905.4986317,12.516260147094727,decode,1,0,451641,2.8002262115478516,0.2237270701182925,1
