dp_rank,req_id,remote_engine,remote_rank,n_blocks,recv_start_wall,recv_done_wall,latency_ms
0,chatcmpl-6a44f247-3524-4083-8217-3060ef2a34a4-a37aac5a,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,8,1780019151.872654,1780019151.872915,0.26106834411621094
1,chatcmpl-a038e6ae-7787-4ff9-873f-34b7e68585fe-9d8573a5,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,2,1780019151.9215627,1780019151.921833,0.2703666687011719
1,chatcmpl-6c537177-3a21-42c1-ae48-a9943c2e695c-b9cfa914,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,2,1780019152.0304186,1780019152.0394475,9.028911590576172
0,chatcmpl-6418b0e3-2b98-42d4-bb4d-087c0312e940-8f27b6a2,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,3,1780019152.0849364,1780019152.0852005,0.26416778564453125
1,chatcmpl-6ec52d79-ae3c-4156-9928-ffd22226c629-bdaf22ff,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,3,1780019152.0951078,1780019152.09537,0.26226043701171875
0,chatcmpl-3b06a615-ccd7-4df4-9075-ee17b6fa9e55-9e791cce,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,20,1780019152.1221182,1780019152.1360502,13.931989669799805
0,chatcmpl-8265b526-e888-4091-88d2-280af8731fb5-af8f2b54,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,34,1780019152.2067304,1780019152.221763,15.032529830932617
0,chatcmpl-ea45fe8b-d5f6-415a-a56c-13257fe5c124-bb3e8f02,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,9,1780019152.2629511,1780019152.2631955,0.24437904357910156
1,chatcmpl-125a956f-828f-4e50-b7a6-3ac9fd8b7a53-8962280c,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,35,1780019152.3943129,1780019152.4070284,12.715578079223633
1,chatcmpl-daf884cd-2564-4d18-acf0-fa1712063d8e-a92dbde0,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,23,1780019152.5284717,1780019152.5449805,16.508817672729492
0,chatcmpl-02a334ab-d903-49fa-bb48-fc5cce33e6d8-b3e0c177,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,3,1780019152.5581877,1780019152.558435,0.2472400665283203
1,chatcmpl-2e45d55e-e068-4ae4-bf9f-e0958058e3d2-bf6881a2,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,31,1780019152.5601766,1780019152.5768385,16.661882400512695
1,chatcmpl-fcda83f8-df14-439a-8db4-3151c3405e77-b009bc4a,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,2,1780019152.5674963,1780019152.5768743,9.37795639038086
0,chatcmpl-432f5d40-5cdc-49f6-9bc3-20c66f24ba3c-af77cd8f,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,20,1780019152.6359913,1780019152.643962,7.970571517944336
0,chatcmpl-ca2e99cd-e907-498c-b597-0b1c9d7a48c4-97f18c6a,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,3,1780019152.669341,1780019152.6695893,0.24819374084472656
0,chatcmpl-15da1ff6-271b-4aa3-abab-dd6b652ddfcf-af909003,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,3,1780019152.7033956,1780019152.70364,0.24437904357910156
1,chatcmpl-c46ca870-7c3c-4ad1-ae0f-aabed6e25ae4-af5b9320,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,49,1780019152.80018,1780019152.8136735,13.493537902832031
0,chatcmpl-d4638f4a-b817-43ab-ae54-07bc67b8d2fa-9aa0a74e,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,1,1780019152.8033636,1780019152.8036158,0.2522468566894531
0,chatcmpl-4801e921-6798-4805-af90-8cb5eb5e7000-9247884e,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,49,1780019152.9659584,1780019152.990726,24.767637252807617
1,chatcmpl-04242b02-9b62-4720-a981-d047b1f36749-8f0d74fe,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,2,1780019152.9925916,1780019152.9928613,0.2696514129638672
0,chatcmpl-adb9b4fe-41bd-43ca-9d2b-55d7e3e638cd-ab17740e,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,5,1780019153.006878,1780019153.0071337,0.25582313537597656
1,chatcmpl-c8912941-0254-4dd8-a2c5-5d237aeb1193-af6e1964,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,17,1780019153.0302486,1780019153.0470731,16.82448387145996
1,chatcmpl-763dc323-e97e-4cd3-a594-cbd146c927f6-84ff79ef,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,26,1780019153.140986,1780019153.1588957,17.909765243530273
0,chatcmpl-75b4dd31-3540-4737-866e-45861dd4b1c0-a115ba46,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,24,1780019153.1644835,1780019153.1816113,17.12775230407715
1,chatcmpl-f2347299-742c-4f5d-b38b-04606860a131-b330d4c8,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,2,1780019153.171732,1780019153.171986,0.2541542053222656
0,chatcmpl-c9af9ff1-bf97-4dc6-bf18-d26344affd56-9d03e320,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,38,1780019153.2337482,1780019153.2484627,14.714479446411133
1,chatcmpl-1d43b3c0-6657-4954-a7bf-f6e16f5f0b81-8016fe4e,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,63,1780019153.3205676,1780019153.3366256,16.057968139648438
0,chatcmpl-f6e44364-cc98-4e72-ba98-5673850156c5-99816ad9,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,11,1780019153.3283002,1780019153.3340979,5.797624588012695
1,chatcmpl-2d3b3c91-101e-4d96-9ea9-127a3e888df7-b8095d9e,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,2,1780019153.336347,1780019153.3366337,0.2865791320800781
1,chatcmpl-82012593-32b8-4043-a97c-000a8e14ee2c-a4913a85,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,38,1780019153.3870027,1780019153.4014788,14.47606086730957
0,chatcmpl-ddb2a64c-0310-4a3e-800b-f4c09caad19b-8dc265fc,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,26,1780019153.4055154,1780019153.4237075,18.192052841186523
0,chatcmpl-223700cd-e7ce-4f7f-a1cf-aaa91a3aeaf8-90c9793f,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,38,1780019153.4805195,1780019153.4943583,13.838768005371094
1,chatcmpl-ff30b9c5-19f5-41dd-9c92-5206d01dd4ef-93ae2e1a,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,22,1780019153.4877486,1780019153.5103445,22.595882415771484
0,chatcmpl-1ac22524-f250-4e1e-8baf-0da00a09e273-afca80aa,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,3,1780019153.5095534,1780019153.509812,0.2586841583251953
1,chatcmpl-1a51c7e4-2241-4a00-9778-60cd63abc0f2-b313df6a,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,15,1780019153.5100105,1780019153.5180323,8.021831512451172
0,chatcmpl-b8c98237-774b-4d86-9be7-601f92e95b36-ba746e3f,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,2,1780019153.5312438,1780019153.5314908,0.24700164794921875
1,chatcmpl-dfee4eda-aaa9-489a-a68e-4ebc5c2c088c-bc56a348,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,20,1780019153.570259,1780019153.5782895,8.030414581298828
1,chatcmpl-b29ca25f-a2b3-49cc-9201-aa42e350ef54-9fff9ba3,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,44,1780019153.8029606,1780019153.8179336,14.972925186157227
0,chatcmpl-82dd0a88-df48-47bc-9a27-b89d289f5d24-82e0a342,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,32,1780019153.8151603,1780019153.8289592,13.798952102661133
0,chatcmpl-141e5516-25b5-4d84-bb82-9859a1c0a64b-a59e2157,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,40,1780019153.8740761,1780019153.8880847,14.008522033691406
0,chatcmpl-9be68464-62a0-40a0-aaa3-db70451eafa0-b3f59ef6,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,52,1780019153.9512048,1780019153.965339,14.13416862487793
0,chatcmpl-16efa728-ba74-46b5-a802-7eeb3243b896-90f2aa56,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,1,1780019154.0116715,1780019154.0119505,0.2789497375488281
1,chatcmpl-12e21590-582b-4c5f-ae15-817c940b4cc0-89fcebdb,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,53,1780019154.0336664,1780019154.0477674,14.101028442382812
1,chatcmpl-890f5f2b-ae38-4c2d-95b1-2f7562bc7aff-ab9037e3,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,5,1780019154.0773292,1780019154.0820353,4.706144332885742
0,chatcmpl-8e93746c-fb78-4c61-929d-053f094e6572-b262623c,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,19,1780019154.0792713,1780019154.0924716,13.20028305053711
1,chatcmpl-19bc2278-6eab-4b9d-81c1-3f4e4f8b59ea-96c6ce7f,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,23,1780019154.0817287,1780019154.099056,17.327308654785156
0,chatcmpl-2a728bed-6de0-44d2-be55-49ade528d1c6-bf691a49,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,21,1780019154.0921702,1780019154.109945,17.77482032775879
1,chatcmpl-a7371a1f-8e95-4a6a-91c8-3d34827f63ba-850f6eb5,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,2,1780019154.098764,1780019154.0990632,0.29921531677246094
0,chatcmpl-674b87c8-29d6-43d2-b959-d916a8fddbdc-ab901759,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,2,1780019154.1096907,1780019154.1099522,0.26154518127441406
1,chatcmpl-79d1e65c-6d19-4a90-9f25-ae2dcf4154bc-81885451,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,6,1780019154.126633,1780019154.1268966,0.2636909484863281
1,chatcmpl-f88afe02-2839-4084-b8fe-8724c19d5114-8a1c7f24,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,10,1780019154.1660874,1780019154.1663976,0.3101825714111328
0,chatcmpl-b457c512-d638-4841-b63d-1e816236f5a1-94e095d9,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,33,1780019154.270647,1780019154.2846792,14.032125473022461
0,chatcmpl-6cdb5fbc-779e-4066-ba59-19b84f628d2c-8bdcf21e,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,3,1780019154.2989802,1780019154.2992334,0.2532005310058594
1,chatcmpl-03649584-1d79-4457-a6fe-e2f5776e556f-b9a31da7,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,18,1780019154.3034525,1780019154.321714,18.261432647705078
1,chatcmpl-63129445-b554-4431-985f-2c6c131a4a90-8fedb878,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,14,1780019154.30766,1780019154.3217647,14.104604721069336
0,chatcmpl-2ec74931-dec5-4340-8b88-8b9f854a54de-9f4ff665,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,2,1780019154.3231792,1780019154.3234344,0.2551078796386719
1,chatcmpl-1f40fb0e-fff3-44ec-95c6-ea1540064aac-a4e6b44d,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,2,1780019154.451446,1780019154.4517033,0.25725364685058594
0,chatcmpl-eb4ddd4a-e533-4d9e-b878-240f26b131f0-a54bd0e8,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,1,1780019154.4843946,1780019154.4846497,0.2551078796386719
1,chatcmpl-8a4286fb-45e2-4fa7-b436-8ffb3ac903f7-8ae87e51,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,8,1780019154.5270653,1780019154.5273314,0.26607513427734375
0,chatcmpl-30d4c684-9988-4b53-b149-7534503c7f5d-b36ab748,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,42,1780019154.6922843,1780019154.7062669,13.982534408569336
1,chatcmpl-cebf6172-b39c-45a7-8de8-b4769baf1228-870cf48f,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,2,1780019154.7079,1780019154.7081661,0.26607513427734375
1,chatcmpl-41a348e9-c50a-4976-acf8-1da41b5bfae7-951c8ac6,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,9,1780019154.8810318,1780019154.881295,0.263214111328125
0,chatcmpl-ddd3ff72-aed7-4b28-bccd-d82db5382109-b6ec4ad5,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,3,1780019155.038394,1780019155.038653,0.2589225769042969
1,chatcmpl-34b94eea-3868-4677-abc7-bc52cee76db5-b7596610,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,9,1780019155.0681348,1780019155.0683763,0.2415180206298828
0,chatcmpl-7df6fff5-ac77-4412-9831-ca782a29c06e-8024395a,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,2,1780019155.095313,1780019155.0955565,0.2434253692626953
1,chatcmpl-f6808dde-8094-48bd-b533-a927c1d9b90c-91d998ce,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,25,1780019155.1222212,1780019155.1413584,19.137144088745117
0,chatcmpl-e4377b72-4603-4833-bbef-e0c0e9c754b8-98225855,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,18,1780019155.14486,1780019155.1527414,7.881402969360352
1,chatcmpl-d6d36e93-c0c4-405e-833b-004cf644dd42-8b5bc5e0,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,10,1780019155.2681496,1780019155.2683902,0.24056434631347656
0,chatcmpl-f8546c3d-b6a5-497f-bdc5-35b0bb52867e-8d6741cc,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,5,1780019155.2757826,1780019155.276027,0.24437904357910156
1,chatcmpl-64eb5680-5f35-49a7-bcec-c0f218dd3a3d-970b7b55,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,25,1780019155.3217547,1780019155.340412,18.657207489013672
0,chatcmpl-c03bbbf1-25a3-445e-9be0-5e4334e5e3d4-a4d13547,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,24,1780019155.384687,1780019155.3988595,14.172554016113281
1,chatcmpl-d2ae0421-9ba7-4aca-9f53-f1ab8cca59f5-8ac96255,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,2,1780019155.3896463,1780019155.3899052,0.2589225769042969
1,chatcmpl-6517f69a-1ad6-4b3a-bef2-f59af02e1ea0-95295fdf,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,15,1780019155.4610395,1780019155.4695976,8.558034896850586
0,chatcmpl-78251704-e786-4cc7-a500-cf139671b3ce-b418fdda,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,18,1780019155.519745,1780019155.5274713,7.726192474365234
0,chatcmpl-b0199f4e-d0ca-4d7d-b42d-7b83631fd03e-97b375d1,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp1,0,46,1780019155.6318614,1780019155.6460054,14.143943786621094
1,chatcmpl-2c4a722f-481c-4e77-9059-4d774a984c78-89b3d631,4fb3003a-5486-4159-b72f-acf8eb993dfa_dp0,0,34,1780019155.7682726,1780019155.7876453,19.37270164489746
