ev,ts,n_sched,n_reqs,n_tokens_unpadded,n_tokens_padded,cudagraph_mode,start,end,duration_ms,role,dp,tp,pid,overlap_ms,overlap_ratio,max_active_recv
forward_start,1780281024.420162,50,50,50,56,FULL,1780281024.420162,1780281024.4203959,0.2338886260986328,decode,1,0,452712,0.4677772521972656,2.0,2
forward_start,1780281024.4277542,51,51,51,56,FULL,1780281024.4277542,1780281024.4279487,0.194549560546875,decode,0,0,452715,0.38909912109375,2.0,2
forward_start,1780281024.4278147,51,51,51,56,FULL,1780281024.4278147,1780281024.4280012,0.18644332885742188,decode,1,0,452712,0.3573894500732422,1.9168797953964194,2
forward_start,1780281024.4400733,49,49,49,56,FULL,1780281024.4400733,1780281024.4402711,0.19788742065429688,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.440112,51,51,51,56,FULL,1780281024.440112,1780281024.4402993,0.18715858459472656,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.4521384,50,50,50,56,FULL,1780281024.4521384,1780281024.452333,0.194549560546875,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.4522078,52,52,52,56,FULL,1780281024.4522078,1780281024.452415,0.2071857452392578,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.4640439,50,50,50,56,FULL,1780281024.4640439,1780281024.464243,0.1990795135498047,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.4640996,52,52,52,56,FULL,1780281024.4640996,1780281024.4642887,0.18906593322753906,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.4764876,51,51,51,56,FULL,1780281024.4764876,1780281024.4766753,0.1876354217529297,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.4855497,50,50,50,56,FULL,1780281024.4855497,1780281024.4858706,0.3209114074707031,decode,0,0,452715,0.3209114074707031,1.0,1
forward_start,1780281024.4884253,50,50,50,56,FULL,1780281024.4884253,1780281024.4886773,0.25200843811035156,decode,0,0,452715,0.25200843811035156,1.0,1
forward_start,1780281024.4885116,51,51,51,56,FULL,1780281024.4885116,1780281024.4886942,0.18262863159179688,decode,1,0,452712,0.18262863159179688,1.0,1
forward_start,1780281024.5004916,50,50,50,56,FULL,1780281024.5004916,1780281024.5006895,0.19788742065429688,decode,0,0,452715,0.19788742065429688,1.0,1
forward_start,1780281024.500553,51,51,51,56,FULL,1780281024.500553,1780281024.5007398,0.186920166015625,decode,1,0,452712,0.17976760864257812,0.9617346938775511,1
forward_start,1780281024.5125275,50,50,50,56,FULL,1780281024.5125275,1780281024.5127244,0.19693374633789062,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.5125551,51,51,51,56,FULL,1780281024.5125551,1780281024.5127382,0.18310546875,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.52503,51,51,51,56,FULL,1780281024.52503,1780281024.5252273,0.19741058349609375,decode,0,0,452715,0.030755996704101562,0.15579710144927536,1
forward_start,1780281024.5283287,51,51,51,56,FULL,1780281024.5283287,1780281024.528569,0.240325927734375,decode,1,0,452712,0.240325927734375,1.0,1
forward_start,1780281024.5369318,51,51,51,56,FULL,1780281024.5369318,1780281024.537115,0.18334388732910156,decode,0,0,452715,0.18334388732910156,1.0,1
forward_start,1780281024.5370514,51,51,51,56,FULL,1780281024.5370514,1780281024.537239,0.1876354217529297,decode,1,0,452712,0.1876354217529297,1.0,1
forward_start,1780281024.5495358,51,51,51,56,FULL,1780281024.5495358,1780281024.5497315,0.1957416534423828,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.5495918,51,51,51,56,FULL,1780281024.5495918,1780281024.5497787,0.186920166015625,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.5617557,51,51,51,56,FULL,1780281024.5617557,1780281024.5619514,0.1957416534423828,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.5618162,52,52,52,56,FULL,1780281024.5618162,1780281024.562004,0.18787384033203125,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.5737271,51,51,51,56,FULL,1780281024.5737271,1780281024.5739136,0.18644332885742188,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.5738444,52,52,52,56,FULL,1780281024.5738444,1780281024.5740287,0.1842975616455078,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.585818,51,51,51,56,FULL,1780281024.585818,1780281024.5860047,0.18668174743652344,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.5859294,52,52,52,56,FULL,1780281024.5859294,1780281024.5861163,0.186920166015625,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.598199,51,51,51,56,FULL,1780281024.598199,1780281024.5984054,0.20647048950195312,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.598305,51,51,51,56,FULL,1780281024.598305,1780281024.5985165,0.21147727966308594,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.6107807,51,51,51,56,FULL,1780281024.6107807,1780281024.6109786,0.19788742065429688,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.6108358,51,51,51,56,FULL,1780281024.6108358,1780281024.6110232,0.18739700317382812,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.6225853,51,51,51,56,FULL,1780281024.6225853,1780281024.6227725,0.18715858459472656,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.6226683,51,51,51,56,FULL,1780281024.6226683,1780281024.6228557,0.18739700317382812,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.6346245,51,51,51,56,FULL,1780281024.6346245,1780281024.6348083,0.1838207244873047,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.634689,51,51,51,56,FULL,1780281024.634689,1780281024.634876,0.186920166015625,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.6469514,51,51,51,56,FULL,1780281024.6469514,1780281024.6471488,0.19741058349609375,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.647001,51,51,51,56,FULL,1780281024.647001,1780281024.6471863,0.18525123596191406,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.6590478,51,51,51,56,FULL,1780281024.6590478,1780281024.6592438,0.19598007202148438,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.6691508,51,51,51,56,FULL,1780281024.6691508,1780281024.6694484,0.29754638671875,decode,1,0,452712,0.29754638671875,1.0,1
forward_start,1780281024.6725256,51,51,51,56,FULL,1780281024.6725256,1780281024.6727269,0.20122528076171875,decode,1,0,452712,0.22840499877929688,1.1350710900473933,2
forward_start,1780281024.675494,51,51,51,56,FULL,1780281024.675494,1780281024.6757102,0.2162456512451172,decode,0,0,452715,0.4324913024902344,2.0,2
forward_start,1780281024.6838965,51,51,51,56,FULL,1780281024.6838965,1780281024.6840873,0.19073486328125,decode,0,0,452715,0.3814697265625,2.0,2
forward_start,1780281024.6839044,50,50,50,56,FULL,1780281024.6839044,1780281024.6840878,0.18334388732910156,decode,1,0,452712,0.3666877746582031,2.0,2
forward_start,1780281024.6959908,51,51,51,56,FULL,1780281024.6959908,1780281024.696176,0.18525123596191406,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.6961167,50,50,50,56,FULL,1780281024.6961167,1780281024.6963058,0.18906593322753906,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.70789,52,52,52,56,FULL,1780281024.70789,1780281024.70809,0.20003318786621094,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.707994,51,51,51,56,FULL,1780281024.707994,1780281024.708183,0.18906593322753906,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.720123,52,52,52,56,FULL,1780281024.720123,1780281024.7203186,0.19550323486328125,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.720175,51,51,51,56,FULL,1780281024.720175,1780281024.7203813,0.20623207092285156,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.7322838,52,52,52,56,FULL,1780281024.7322838,1780281024.7324984,0.21457672119140625,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.7324016,51,51,51,56,FULL,1780281024.7324016,1780281024.7325847,0.18310546875,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.7446797,52,52,52,56,FULL,1780281024.7446797,1780281024.7448838,0.2040863037109375,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.7551067,51,51,51,56,FULL,1780281024.7551067,1780281024.7554047,0.2980232238769531,decode,1,0,452712,0.2980232238769531,1.0,1
forward_start,1780281024.7582288,52,52,52,56,FULL,1780281024.7582288,1780281024.7584457,0.21696090698242188,decode,0,0,452715,0.21696090698242188,1.0,1
forward_start,1780281024.7582664,51,51,51,56,FULL,1780281024.7582664,1780281024.7585573,0.29087066650390625,decode,1,0,452712,0.29087066650390625,1.0,1
forward_start,1780281024.7700653,50,50,50,56,FULL,1780281024.7700653,1780281024.770254,0.18858909606933594,decode,1,0,452712,0.22482872009277344,1.1921618204804045,2
forward_start,1780281024.7723608,50,50,50,56,FULL,1780281024.7723608,1780281024.772583,0.22220611572265625,decode,0,0,452715,0.22220611572265625,1.0,1
forward_start,1780281024.7819374,50,50,50,56,FULL,1780281024.7819374,1780281024.7821453,0.2079010009765625,decode,0,0,452715,0.2079010009765625,1.0,1
forward_start,1780281024.781951,50,50,50,56,FULL,1780281024.781951,1780281024.7821383,0.18739700317382812,decode,1,0,452712,0.18739700317382812,1.0,1
forward_start,1780281024.794289,50,50,50,56,FULL,1780281024.794289,1780281024.79451,0.22077560424804688,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.794289,51,51,51,56,FULL,1780281024.794289,1780281024.794497,0.2079010009765625,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.8120878,50,50,50,56,FULL,1780281024.8120878,1780281024.8123317,0.24390220642089844,decode,1,0,452712,0.4878044128417969,2.0,2
forward_start,1780281024.8148882,51,51,51,56,FULL,1780281024.8148882,1780281024.815192,0.3037452697753906,decode,0,0,452715,0.6074905395507812,2.0,2
forward_start,1780281024.8189893,51,51,51,56,FULL,1780281024.8189893,1780281024.8192766,0.2872943878173828,decode,0,0,452715,0.5245208740234375,1.8257261410788381,2
forward_start,1780281024.819,50,50,50,56,FULL,1780281024.819,1780281024.8191884,0.18835067749023438,decode,1,0,452712,0.37670135498046875,2.0,2
forward_start,1780281024.8308904,50,50,50,56,FULL,1780281024.8308904,1780281024.831099,0.2086162567138672,decode,0,0,452715,0.27108192443847656,1.2994285714285714,2
forward_start,1780281024.8414726,50,50,50,56,FULL,1780281024.8414726,1780281024.84168,0.20742416381835938,decode,1,0,452712,0.20742416381835938,1.0,1
forward_start,1780281024.845471,50,50,50,56,FULL,1780281024.845471,1780281024.8456793,0.20837783813476562,decode,0,0,452715,0.20837783813476562,1.0,1
forward_start,1780281024.8456438,51,51,51,56,FULL,1780281024.8456438,1780281024.8458872,0.2434253692626953,decode,1,0,452712,0.2434253692626953,1.0,1
forward_start,1780281024.8560812,51,51,51,56,FULL,1780281024.8560812,1780281024.856271,0.18978118896484375,decode,1,0,452712,0.20813941955566406,1.0967336683417086,2
forward_start,1780281024.862572,51,51,51,56,FULL,1780281024.862572,1780281024.8628066,0.2346038818359375,decode,0,0,452715,0.2346038818359375,1.0,1
forward_start,1780281024.8683646,51,51,51,56,FULL,1780281024.8683646,1780281024.8685622,0.1976490020751953,decode,0,0,452715,0.1976490020751953,1.0,1
forward_start,1780281024.868376,51,51,51,56,FULL,1780281024.868376,1780281024.8685658,0.18978118896484375,decode,1,0,452712,0.18978118896484375,1.0,1
forward_start,1780281024.8807957,51,51,51,56,FULL,1780281024.8807957,1780281024.8809946,0.19884109497070312,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.8808496,51,51,51,56,FULL,1780281024.8808496,1780281024.8810723,0.22268295288085938,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.8928313,52,52,52,56,FULL,1780281024.8928313,1780281024.8930314,0.20003318786621094,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.8929048,50,50,50,56,FULL,1780281024.8929048,1780281024.8930914,0.18668174743652344,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.9046133,52,52,52,56,FULL,1780281024.9046133,1780281024.9048095,0.19621849060058594,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.9046617,50,50,50,56,FULL,1780281024.9046617,1780281024.9048448,0.18310546875,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.917117,50,50,50,56,FULL,1780281024.917117,1780281024.9173553,0.23818016052246094,decode,1,0,452712,0.039577484130859375,0.16616616616616617,1
forward_start,1780281024.9312484,52,52,52,56,FULL,1780281024.9312484,1780281024.9314504,0.20194053649902344,decode,0,0,452715,0.20194053649902344,1.0,1
forward_start,1780281024.9344544,52,52,52,56,FULL,1780281024.9344544,1780281024.934668,0.213623046875,decode,0,0,452715,0.213623046875,1.0,1
forward_start,1780281024.9344885,50,50,50,56,FULL,1780281024.9344885,1780281024.934673,0.18453598022460938,decode,1,0,452712,0.18453598022460938,1.0,1
forward_start,1780281024.9459772,50,50,50,56,FULL,1780281024.9459772,1780281024.9461575,0.18024444580078125,decode,1,0,452712,0.18024444580078125,1.0,1
forward_start,1780281024.9542718,52,52,52,56,FULL,1780281024.9542718,1780281024.9545572,0.2853870391845703,decode,0,0,452715,0.5707740783691406,2.0,2
forward_start,1780281024.9580243,52,52,52,56,FULL,1780281024.9580243,1780281024.958298,0.27370452880859375,decode,0,0,452715,0.27370452880859375,1.0,1
forward_start,1780281024.9580772,49,49,49,56,FULL,1780281024.9580772,1780281024.9582658,0.18858909606933594,decode,1,0,452712,0.18858909606933594,1.0,1
forward_start,1780281024.9705799,53,53,53,56,FULL,1780281024.9705799,1780281024.9707677,0.18787384033203125,decode,0,0,452715,0.18787384033203125,1.0,1
forward_start,1780281024.9707153,49,49,49,56,FULL,1780281024.9707153,1780281024.9709294,0.21409988403320312,decode,1,0,452712,0.08344650268554688,0.3897550111358575,1
forward_start,1780281024.98254,53,53,53,56,FULL,1780281024.98254,1780281024.982736,0.19621849060058594,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.9825807,49,49,49,56,FULL,1780281024.9825807,1780281024.9827695,0.1888275146484375,decode,1,0,452712,0.0,0.0,0
forward_start,1780281024.9949245,54,54,54,56,FULL,1780281024.9949245,1780281024.9951243,0.19979476928710938,decode,0,0,452715,0.0,0.0,0
forward_start,1780281024.994978,49,49,49,56,FULL,1780281024.994978,1780281024.995167,0.18906593322753906,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.0075195,53,53,53,56,FULL,1780281025.0075195,1780281025.0077205,0.2009868621826172,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.0075817,49,49,49,56,FULL,1780281025.0075817,1780281025.0077658,0.18405914306640625,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.0193722,53,53,53,56,FULL,1780281025.0193722,1780281025.0195835,0.21123886108398438,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.0194504,49,49,49,56,FULL,1780281025.0194504,1780281025.0196414,0.19097328186035156,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.0312192,53,53,53,56,FULL,1780281025.0312192,1780281025.0314372,0.21791458129882812,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.050084,49,49,49,56,FULL,1780281025.050084,1780281025.0502944,0.21028518676757812,decode,1,0,452712,0.21028518676757812,1.0,1
forward_start,1780281025.0532134,49,49,49,56,FULL,1780281025.0532134,1780281025.0534284,0.21505355834960938,decode,1,0,452712,0.2918243408203125,1.3569844789356984,2
forward_start,1780281025.0549598,53,53,53,56,FULL,1780281025.0549598,1780281025.0551522,0.19240379333496094,decode,0,0,452715,0.19240379333496094,1.0,1
forward_start,1780281025.0643744,53,53,53,56,FULL,1780281025.0643744,1780281025.0645614,0.186920166015625,decode,0,0,452715,0.186920166015625,1.0,1
forward_start,1780281025.064443,49,49,49,56,FULL,1780281025.064443,1780281025.0646152,0.17213821411132812,decode,1,0,452712,0.17213821411132812,1.0,1
forward_start,1780281025.076778,54,54,54,56,FULL,1780281025.076778,1780281025.0769656,0.1876354217529297,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.0768962,49,49,49,56,FULL,1780281025.0768962,1780281025.0770829,0.18668174743652344,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.089031,54,54,54,56,FULL,1780281025.089031,1780281025.0892172,0.1862049102783203,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.0891511,50,50,50,56,FULL,1780281025.0891511,1780281025.0893617,0.2105236053466797,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.1016667,54,54,54,56,FULL,1780281025.1016667,1780281025.1018636,0.19693374633789062,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.1017284,50,50,50,56,FULL,1780281025.1017284,1780281025.1019452,0.2167224884033203,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.113332,54,54,54,56,FULL,1780281025.113332,1780281025.113546,0.21386146545410156,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.12049,50,50,50,56,FULL,1780281025.12049,1780281025.1207895,0.2994537353515625,decode,1,0,452712,0.2994537353515625,1.0,1
forward_start,1780281025.1258888,50,50,50,56,FULL,1780281025.1258888,1780281025.1260896,0.20074844360351562,decode,1,0,452712,0.2627372741699219,1.3087885985748218,2
forward_start,1780281025.1342828,53,53,53,56,FULL,1780281025.1342828,1780281025.1345706,0.28777122497558594,decode,0,0,452715,0.5755424499511719,2.0,2
forward_start,1780281025.1378026,53,53,53,56,FULL,1780281025.1378026,1780281025.137997,0.19431114196777344,decode,0,0,452715,0.3886222839355469,2.0,2
forward_start,1780281025.1378453,50,50,50,56,FULL,1780281025.1378453,1780281025.1380665,0.22125244140625,decode,1,0,452712,0.4055500030517578,1.8329741379310345,2
forward_start,1780281025.1500754,53,53,53,56,FULL,1780281025.1500754,1780281025.1502733,0.19788742065429688,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.150109,50,50,50,56,FULL,1780281025.150109,1780281025.1502929,0.1838207244873047,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.1624424,54,54,54,56,FULL,1780281025.1624424,1780281025.162628,0.18548965454101562,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.1625283,51,51,51,56,FULL,1780281025.1625283,1780281025.1627157,0.18739700317382812,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.1746125,53,53,53,56,FULL,1780281025.1746125,1780281025.1747966,0.18405914306640625,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.174722,51,51,51,56,FULL,1780281025.174722,1780281025.17491,0.1881122589111328,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.1870418,53,53,53,56,FULL,1780281025.1870418,1780281025.1872604,0.2186298370361328,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.1871064,51,51,51,56,FULL,1780281025.1871064,1780281025.1872904,0.18405914306640625,decode,1,0,452712,0.0,0.0,0
forward_start,1780281025.2037532,51,51,51,56,FULL,1780281025.2037532,1780281025.2039688,0.2155303955078125,decode,1,0,452712,0.431060791015625,2.0,2
forward_start,1780281025.2087333,53,53,53,56,FULL,1780281025.2087333,1780281025.209036,0.3027915954589844,decode,0,0,452715,0.6055831909179688,2.0,2
forward_start,1780281025.2120297,51,51,51,56,FULL,1780281025.2120297,1780281025.2122304,0.20074844360351562,decode,1,0,452712,0.40149688720703125,2.0,2
forward_start,1780281025.219252,53,53,53,56,FULL,1780281025.219252,1780281025.219556,0.3039836883544922,decode,0,0,452715,0.6079673767089844,2.0,2
forward_start,1780281025.2239518,53,53,53,56,FULL,1780281025.2239518,1780281025.2242346,0.2827644348144531,decode,0,0,452715,0.7374286651611328,2.6079258010118043,3
forward_start,1780281025.225719,51,51,51,56,FULL,1780281025.225719,1780281025.2259693,0.2503395080566406,decode,1,0,452712,0.2503395080566406,1.0,1
forward_start,1780281025.2361255,53,53,53,56,FULL,1780281025.2361255,1780281025.2363222,0.19669532775878906,decode,0,0,452715,0.19669532775878906,1.0,1
forward_start,1780281025.2361882,51,51,51,56,FULL,1780281025.2361882,1780281025.2363954,0.2071857452392578,decode,1,0,452712,0.2071857452392578,1.0,1
forward_start,1780281025.24868,53,53,53,56,FULL,1780281025.24868,1780281025.2488751,0.19502639770507812,decode,0,0,452715,0.0,0.0,0
forward_start,1780281025.2487414,51,51,51,56,FULL,1780281025.2487414,1780281025.2489412,0.19979476928710938,decode,1,0,452712,0.0,0.0,0
